ID_OREGANO:11605	HPO	UMLS	MSH	SNOMEDCT_US	MEDDRA	FYLER	NCIT	COHD	EFO	ICD10	ICD9	ICD-10	EPCC	DOID	MONDO	ICD-O	MP	MPATH	PMID	ORPHA	SNOMED_CT	ICD-9
PHENOTYPE:446	HP:0000577	C0015310	D005099	399054005;399252000																		
PHENOTYPE:447	HP:0000579	C0022906;C1281931	D007767	231841004;246865000;314022009;416920000																		
PHENOTYPE:448	HP:0000580	C0035334	D012174	28835009																		
PHENOTYPE:449	HP:0000581	C0005744	D016569																			
PHENOTYPE:450	HP:0000582	C0423109		246799009																		
PHENOTYPE:451	HP:0000584	C1832170																				
PHENOTYPE:452	HP:0000585	C0155120	C562399	35055000																		
PHENOTYPE:453	HP:0000586	C1865244																				
PHENOTYPE:454	HP:0000587	C0029131																				
PHENOTYPE:455	HP:0000588	C0155299	C535970	17541006;44295002																		
PHENOTYPE:456	HP:0000589	C0009363	D003103	92828000;93390002		4311																
PHENOTYPE:457	HP:0000590	C0162674	D017246	46252003																		
PHENOTYPE:458	HP:0000591	C4025840																				
PHENOTYPE:459	HP:0000592	C0542514		204164000																		
PHENOTYPE:460	HP:0000593	C3152182		204142009																		
PHENOTYPE:461	HP:0000594	C0423276		246986004																		
PHENOTYPE:462	HP:0000597	C0751401	D009886																			
PHENOTYPE:463	HP:0000598	C0266589		275259005																		
PHENOTYPE:464	HP:0000599	C4025839																				
PHENOTYPE:465	HP:0000600	C4025838																				
PHENOTYPE:466	HP:0000601	C0424711		44593008																		
PHENOTYPE:467	HP:0000602	C0029089	D009886	16110005																		
PHENOTYPE:468	HP:0000603	C0152191;C4280624	D012607	38950008																		
PHENOTYPE:469	HP:0000605	C1720037		420675003																		
PHENOTYPE:470	HP:0000606	C4025837																				
PHENOTYPE:471	HP:0000607	C1844605																				
PHENOTYPE:472	HP:0000608	C0024437		422338006																		
PHENOTYPE:473	HP:0000609	C0338502		95499004																		
PHENOTYPE:474	HP:0000610	C0008521;C4025836	D015862																			
PHENOTYPE:475	HP:0000612	C0240063																				
PHENOTYPE:476	HP:0000613	C0085636;C4020887	D020795	246622003;409668002																		
PHENOTYPE:477	HP:0000614	C4025835																				
PHENOTYPE:478	HP:0000615	C0154936		274093008																		
PHENOTYPE:479	HP:0000616	C0026205	D015877	63251006																		
PHENOTYPE:480	HP:0000617	C1836393																				
PHENOTYPE:481	HP:0000618	C0271215;C0456909	D001766	65956007		4866																
PHENOTYPE:482	HP:0000619	C0271379	D015835	194131002																		
PHENOTYPE:483	HP:0000620	C0010930	D003607	85777005																		
PHENOTYPE:484	HP:0000621	C0014390	D004774	33168009																		
PHENOTYPE:485	HP:0000622	C0344232		111516008;246636008																		
PHENOTYPE:486	HP:0000623	C1408507																				
PHENOTYPE:487	HP:0000625	C0521573		95202004																		
PHENOTYPE:488	HP:0000627	C0344531;C0546967		253228006;392437005																		
PHENOTYPE:489	HP:0000629	C1858036																				
PHENOTYPE:490	HP:0000630	C4021802																				
PHENOTYPE:491	HP:0000631	C0423401		247123003																		
PHENOTYPE:492	HP:0000632	C4021801																				
PHENOTYPE:493	HP:0000633	C0235857																				
PHENOTYPE:494	HP:0000634	C1846462																				
PHENOTYPE:495	HP:0000635	C0578626		301952009																		
PHENOTYPE:496	HP:0000636	C1863872																				
PHENOTYPE:497	HP:0000637	C1849340																				
PHENOTYPE:498	HP:0000639	C0028738	D009759	563001																		
PHENOTYPE:499	HP:0000640	C0271390	D009760	29356006																		
PHENOTYPE:500	HP:0000641	C1836392																				
PHENOTYPE:501	HP:0000642	C0155016;C1970168	D003117	246674000;77479002																		
PHENOTYPE:502	HP:0000643	C0005747	D001764	59026006																		
PHENOTYPE:503	HP:0000646	C0002418	D000550	387742006																		
PHENOTYPE:504	HP:0000647	C1853235	C565209																			
PHENOTYPE:505	HP:0000648	C0029124	D009896	76976005																		
PHENOTYPE:506	HP:0000649	C0522214		102968003																		
PHENOTYPE:507	HP:0000650	C4025834																				
PHENOTYPE:508	HP:0000651	C0012569	D004172	24982008																		
PHENOTYPE:509	HP:0000652	C1837826																				
PHENOTYPE:510	HP:0000653	C1843300																				
PHENOTYPE:511	HP:0000654	C1839025																				
PHENOTYPE:512	HP:0000656	C0013592	D004483	127559009;62909004																		
PHENOTYPE:513	HP:0000657	C3489733;C4020886	C537423	193662007																		
PHENOTYPE:514	HP:0000658	C1142448		423142006																		
PHENOTYPE:515	HP:0000659	C0344559	C537884	204153003																		
PHENOTYPE:516	HP:0000660	C0339477		95692001																		
PHENOTYPE:517	HP:0000661	C1846465																				
PHENOTYPE:518	HP:0000662	C0028077;C4020885	D009755	65194006																		
PHENOTYPE:519	HP:0000664	C0431447		253207002																		
PHENOTYPE:520	HP:0000666	C0271385	D009759	81756001																		
PHENOTYPE:521	HP:0000667	C0271007		4229009																		
PHENOTYPE:522	HP:0000668	C0020608	D000848	64969001																		
PHENOTYPE:523	HP:0000670	C0011334;C4280623	D003731	80967001																		
PHENOTYPE:524	HP:0000674	C0399352;C4280622	D000848	16958000;26624006																		
PHENOTYPE:525	HP:0000675	C1835095;C4280263;C4280620;C4280621																				
PHENOTYPE:526	HP:0000676	C4025833																				
PHENOTYPE:527	HP:0000677	C4082304;C4280619																				
PHENOTYPE:528	HP:0000678	C0040433;C1317785;C4280617;C4280618	D008310	12351004;699222000																		
PHENOTYPE:529	HP:0000679	C0266039;C4280616	C536946	51744007																		
PHENOTYPE:530	HP:0000680	C1849538																				
PHENOTYPE:531	HP:0000682	C4021800;C4280262;C4280615																				
PHENOTYPE:532	HP:0000683	C1854783																				
PHENOTYPE:533	HP:0000684	C0239174		5639000																		
PHENOTYPE:534	HP:0000685	C0235357;C4280611																				
PHENOTYPE:535	HP:0000687	C1844813																				
PHENOTYPE:536	HP:0000689	C0024636;C4280613;C4280614	D008310	47944004;707598004																		
PHENOTYPE:537	HP:0000690	C1849950;C4083046																				
PHENOTYPE:538	HP:0000691	C0240340;C4280611;C4280612		32337007																		
PHENOTYPE:539	HP:0000692	C1852504;C4280610																				
PHENOTYPE:540	HP:0000694	C2981132		67504007																		
PHENOTYPE:541	HP:0000695	C0027443	D009306	21995002;58748004																		
PHENOTYPE:542	HP:0000696	C1849540																				
PHENOTYPE:543	HP:0000698	C0266037;C4012359		29553002																		
PHENOTYPE:544	HP:0000699	C0011998	D003970	35591002																		
PHENOTYPE:545	HP:0000700	C0031029;C0034543;C1852169;C4280609	D010484;D011842	81407003;89988002																		
PHENOTYPE:546	HP:0000703	C0011436	D003811	196286005																		
PHENOTYPE:547	HP:0000704	C0017563;C0031090;C0031099	D005882;D010510;D010518	18718003;2556008;41565005																		
PHENOTYPE:548	HP:0000705	C0002452	D000567	78494001																		
PHENOTYPE:549	HP:0000706	C1290587		109542004																		
PHENOTYPE:550	HP:0000707	C0497552	D009421	88425004																		
PHENOTYPE:551	HP:0000708	C0004941;C0233514	D000066553;D001526	25786006;277843001																		
PHENOTYPE:552	HP:0000709	C0033975	D011618	69322001																		
PHENOTYPE:553	HP:0000710	C1838320																				
PHENOTYPE:554	HP:0000711	C3887611		162221009																		
PHENOTYPE:555	HP:0000712	C0085633		18963009																		
PHENOTYPE:556	HP:0000713	C0085631		24199005																		
PHENOTYPE:557	HP:0000716	C0011581	D003866	21061000119107;35489007;78667006																		
PHENOTYPE:558	HP:0000717	C0004352	D001321	408856003;408857007;43614003																		
PHENOTYPE:559	HP:0000718	C0001807;C0424323;C1457883	D000374	248004009;61372001																		
PHENOTYPE:560	HP:0000719	C0233522		112082005																		
PHENOTYPE:561	HP:0000721	C1837650																				
PHENOTYPE:562	HP:0000722	C0028768;C0600104	D003192;D009771	12479006;191736004																		
PHENOTYPE:563	HP:0000723	C2675334;C4021799																				
PHENOTYPE:564	HP:0000725	C0338614																				
PHENOTYPE:565	HP:0000726	C0497327	D003704	52448006																		
PHENOTYPE:566	HP:0000727	C0338455		278857002																		
PHENOTYPE:567	HP:0000728	C1837649																				
PHENOTYPE:568	HP:0000729	C0856975;C1510586	D000067877																			
PHENOTYPE:569	HP:0000732	C1837653																				
PHENOTYPE:570	HP:0000733	C0038271;C0038273	D013239;D019956	5507002;84328007																		
PHENOTYPE:571	HP:0000734	C0424296		247977003																		
PHENOTYPE:572	HP:0000735	C0150080	D000067404	88598008																		
PHENOTYPE:573	HP:0000736	C0262630		247762003																		
PHENOTYPE:574	HP:0000737	C2700617																				
PHENOTYPE:575	HP:0000738	C0018524;C0235153	D006212	7011001																		
PHENOTYPE:576	HP:0000739	C0003467;C4020884	D001007	48694002																		
PHENOTYPE:577	HP:0000740	C1854339																				
PHENOTYPE:578	HP:0000741	C0085632	D057565	20602000																		
PHENOTYPE:579	HP:0000742	C0036601	D012652	130968006																		
PHENOTYPE:580	HP:0000743	C1833297																				
PHENOTYPE:581	HP:0000744	C0548883																				
PHENOTYPE:582	HP:0000745	C0456814		277521002																		
PHENOTYPE:583	HP:0000746	C0011253	D003702	2073000																		
PHENOTYPE:584	HP:0000748	C0424304		247985007																		
PHENOTYPE:585	HP:0000749	C1839749																				
PHENOTYPE:586	HP:0000750	C0023012;C0233715;C0241210;C0454644	D007805	162294008;229721007;29164008;62415009																		
PHENOTYPE:587	HP:0000751	C0240735		102943000;192073007																		
PHENOTYPE:588	HP:0000752	C0424295	D006948	44548000																		
PHENOTYPE:589	HP:0000753	C4025832																				
PHENOTYPE:590	HP:0000756	C0001818	D000379	247830007;70691001																		
PHENOTYPE:591	HP:0000757	C0233824		24340004																		
PHENOTYPE:592	HP:0000758	C4021798																				
PHENOTYPE:593	HP:0000759	C0031117;C4025831	D010523	302226006;42658009																		
PHENOTYPE:594	HP:0000762	C1857640																				
PHENOTYPE:595	HP:0000763	C0151313		95662005																		
PHENOTYPE:596	HP:0000764	C4025830																				
PHENOTYPE:597	HP:0000765	C4021797																				
PHENOTYPE:598	HP:0000766	C1860493																				
PHENOTYPE:599	HP:0000767	C2051831		391987005																		
PHENOTYPE:600	HP:0000768	C0158731	D066166	205101001																		
PHENOTYPE:601	HP:0000769	C4025829																				
PHENOTYPE:602	HP:0000771	C0018418	D006177	4754008																		
PHENOTYPE:603	HP:0000772	C1842083																				
PHENOTYPE:604	HP:0000773	C0426817		249696007																		
PHENOTYPE:605	HP:0000774	C0426790		249671009																		
PHENOTYPE:606	HP:0000775	C1848873																				
PHENOTYPE:607	HP:0000776	C0235833	D065630	17190001																		
PHENOTYPE:608	HP:0000777	C0262650;C0685891		93297002																		
PHENOTYPE:609	HP:0000778	C0685891;C4228227		93297002																		
PHENOTYPE:610	HP:0000782	C4025828																				
PHENOTYPE:611	HP:0000786	C0232939		8913004																		
PHENOTYPE:612	HP:0000787	C0392525	D053040																			
PHENOTYPE:613	HP:0000789	C0021359	D007246	15296000;8619003																		
PHENOTYPE:614	HP:0000790	C0018965	D006417	34436003;53298000																		
PHENOTYPE:615	HP:0000791	C0403719		267441009																		
PHENOTYPE:616	HP:0000793	C0017662	D015432	80321008																		
PHENOTYPE:617	HP:0000794	C0017661;C4025827	D005922	236407003;68779003																		
PHENOTYPE:618	HP:0000795	C4025826																				
PHENOTYPE:619	HP:0000796	C0041972	D014524	95588004																		
PHENOTYPE:620	HP:0000798	C0028960	D009845																			
PHENOTYPE:621	HP:0000799	C4021796																				
PHENOTYPE:622	HP:0000800	C1834931																				
PHENOTYPE:623	HP:0000802	C0242350	D007172	397803000																		
PHENOTYPE:624	HP:0000803	C1969144																				
PHENOTYPE:625	HP:0000804	C1848431																				
PHENOTYPE:626	HP:0000805	C0014394	D004775	8009008																		
PHENOTYPE:627	HP:0000807	C0452168		204891000;429631000124104																		
PHENOTYPE:628	HP:0000808	C0452147		204889008																		
PHENOTYPE:629	HP:0000809	C1389003																				
PHENOTYPE:630	HP:0000811	C4025825																				
PHENOTYPE:631	HP:0000812	C4025824																				
PHENOTYPE:632	HP:0000813	C0266387		31401003																		
PHENOTYPE:633	HP:0000815	C0948896	D007006	370999003																		
PHENOTYPE:634	HP:0000816	C4021795																				
PHENOTYPE:635	HP:0000817	C1445953		412786000																		
PHENOTYPE:636	HP:0000818	C0014130;C4025823	D004700	362969004																		
PHENOTYPE:637	HP:0000819	C0011849	D003920	73211009																		
PHENOTYPE:638	HP:0000820	C0040128	D013959	14304000																		
PHENOTYPE:639	HP:0000821	C0020676	D007037	40930008																		
PHENOTYPE:640	HP:0000822	C0020538;C0497247	D006973	24184005;38341003																		
PHENOTYPE:641	HP:0000823	C0034012	D011628	123526007;400003000																		
PHENOTYPE:642	HP:0000824	C3714796		2109003																		
PHENOTYPE:643	HP:0000825	C1864903																				
PHENOTYPE:644	HP:0000826	C0034013	D011629	123527003;400179000																		
PHENOTYPE:645	HP:0000828	C0030517;C4025822	D010279	73132005																		
PHENOTYPE:646	HP:0000829	C0020626	D007011	36976004																		
PHENOTYPE:647	HP:0000830	C4025821																				
PHENOTYPE:648	HP:0000831	C0854110																				
PHENOTYPE:649	HP:0000832	C0700502		111566002																		
PHENOTYPE:650	HP:0000834	C0001621;C4021794	D000307	30171000																		
PHENOTYPE:651	HP:0000835	C0342491;C1846223	C538429	237774001																		
PHENOTYPE:652	HP:0000836	C0020550	D006980	34486009																		
PHENOTYPE:653	HP:0000837	C1862265																				
PHENOTYPE:654	HP:0000839	C0013338	D004393	367460001;7530009																		
PHENOTYPE:655	HP:0000840	C0302280	D047808	237751000;267395000;271077003																		
PHENOTYPE:656	HP:0000841	C1846345;C3150267																				
PHENOTYPE:657	HP:0000842	C0020459	D006946	83469008																		
PHENOTYPE:658	HP:0000843	C0020502	D006961	66999008																		
PHENOTYPE:659	HP:0000845	C0001206;C0235986	C531600;D000172	74107003																		
PHENOTYPE:660	HP:0000846	C0001623	D000309	111563005;237785004;386584007																		
PHENOTYPE:661	HP:0000847	C4021793																				
PHENOTYPE:662	HP:0000848	C0240783																				
PHENOTYPE:663	HP:0000849	C4025820																				
PHENOTYPE:664	HP:0000851	C0010308	D003409	190268003;217710005																		
PHENOTYPE:665	HP:0000852	C0033806	D011547	58976002																		
PHENOTYPE:666	HP:0000853	C0018021	D006042	3716002																		
PHENOTYPE:667	HP:0000854	C0151468	D013964	255033000;255034006			C2855															
PHENOTYPE:668	HP:0000855	C0021655	D007333	48606007																		
PHENOTYPE:669	HP:0000857	C3278636																				
PHENOTYPE:670	HP:0000858	C0156404		80182007																		
PHENOTYPE:671	HP:0000859	C0020428	D006929	88213004																		
PHENOTYPE:672	HP:0000860	C1389851																				
PHENOTYPE:673	HP:0000863	C0687720	D020790	45369008																		
PHENOTYPE:674	HP:0000864	C4025819																				
PHENOTYPE:675	HP:0000866	C1846034																				
PHENOTYPE:676	HP:0000867	C0020503	D006962	91478007																		
PHENOTYPE:677	HP:0000868	C0151639																				
PHENOTYPE:678	HP:0000869	C0232940		86030004																		
PHENOTYPE:679	HP:0000870	C0020514	D006966	237662005																		
