ID_OREGANO:6060	SIDER	NAME
SIDE_EFFECT:2966	C0003492	Coarctation of the aorta
SIDE_EFFECT:2967	C0004114	Astrocytoma
SIDE_EFFECT:2968	C0007134	Renal cell carcinoma
SIDE_EFFECT:2969	C0008497	Choriocarcinoma
SIDE_EFFECT:2970	C0008626	Cytogenetic abnormality
SIDE_EFFECT:2971	C0008924	Cleft lip
SIDE_EFFECT:2972	C0009081	Congenital clubfoot
SIDE_EFFECT:2973	C1301937	Talipes
SIDE_EFFECT:2974	C0013080	Trisomy 21
SIDE_EFFECT:2975	C0013336	Dwarfism
SIDE_EFFECT:2976	C0013589	Ectromelia
SIDE_EFFECT:2977	C0016033	Fibrocystic disease
SIDE_EFFECT:2978	C0018987	Hemimelia
SIDE_EFFECT:2979	C0019284	Diaphragmatic hernia
SIDE_EFFECT:2980	C0023448	Lymphocytic leukaemia
SIDE_EFFECT:2981	C0025312	Meningomyelocele
SIDE_EFFECT:2982	C0026764	Plasma cell myeloma
SIDE_EFFECT:2983	C0032131	Plasmacytoma
SIDE_EFFECT:2984	C0027794	Neural tube defect
SIDE_EFFECT:2985	C0029925	Ovarian carcinoma
SIDE_EFFECT:2986	C0031575	Phocomelia
SIDE_EFFECT:2987	C0032019	Pituitary tumour
SIDE_EFFECT:2988	C0032994	Tubal pregnancy
SIDE_EFFECT:2989	C0032987	Ectopic pregnancy
SIDE_EFFECT:2990	C0033375	Prolactinoma
SIDE_EFFECT:2991	C0039685	Fallot's tetralogy
SIDE_EFFECT:2992	C0040588	Tracheo-oesophageal fistula
SIDE_EFFECT:2993	C0162678	Neurofibromatosis
SIDE_EFFECT:2994	C0206093	Neuroectodermal neoplasm
SIDE_EFFECT:2995	C0206624	Hepatoblastoma
SIDE_EFFECT:2996	C0206669	Hepatocellular adenoma
SIDE_EFFECT:2997	C0541760	Hepatic adenoma
SIDE_EFFECT:2998	C0231557	Bone development abnormal
SIDE_EFFECT:2999	C0235942	Skull malformation
SIDE_EFFECT:3000	C0235964	Renal dysgenesis
SIDE_EFFECT:3001	C1619700	Renal aplasia
SIDE_EFFECT:3002	C0237020	Dermoid cyst of ovary
SIDE_EFFECT:3003	C0854954	Ovarian germ cell teratoma benign
SIDE_EFFECT:3004	C0277960	Dry hair
SIDE_EFFECT:3005	C0345217	Cloacal exstrophy
SIDE_EFFECT:3006	C0345907	Hepatic angiosarcoma
SIDE_EFFECT:3007	C0392039	Ovarian enlargement
SIDE_EFFECT:3008	C0423361	Posterior vitreous detachment
SIDE_EFFECT:3009	C0497552	Unspecified congenital anomaly of brain, spinal cord, and nervous system
SIDE_EFFECT:3010	C0151490	Congenital central nervous system anomaly
SIDE_EFFECT:3011	C0542519	Renal agenesis
SIDE_EFFECT:3012	C0558353	Carcinoma of tongue
SIDE_EFFECT:3013	C0153349	Tongue neoplasm malignant stage unspecified
SIDE_EFFECT:3014	C0685707	Muscular ventricular septal defect
SIDE_EFFECT:3015	C0699885	Bladder carcinoma
SIDE_EFFECT:3016	C0005684	Bladder cancer
SIDE_EFFECT:3017	C0740804	Adnexal torsion
SIDE_EFFECT:3018	C0795690	Omphalocele
SIDE_EFFECT:3019	C1306503	Exomphalos
SIDE_EFFECT:3020	C1535975	Pelvic discomfort
SIDE_EFFECT:3021	C1621958	Glioblastoma multiforme
SIDE_EFFECT:3022	C1696704	Ovarian haemorrhage
SIDE_EFFECT:3023	C0003855	Arteriovenous fistula
SIDE_EFFECT:3024	C0008925	Cleft palate
SIDE_EFFECT:3025	C0010093	Corpus luteum cyst
SIDE_EFFECT:3026	C0010417	Cryptorchism
SIDE_EFFECT:3027	C0011649	Dermoid cyst
SIDE_EFFECT:3028	C0012241	Gastrointestinal malformation
SIDE_EFFECT:3029	C0016842	Pectus excavatum
SIDE_EFFECT:3030	C0019065	Peritoneal haemorrhage
SIDE_EFFECT:3031	C0019322	Umbilical hernia
SIDE_EFFECT:3032	C0020312	Hydrothorax
SIDE_EFFECT:3033	C0039075	Syndactyly
SIDE_EFFECT:3034	C0041428	Conjoined twins
SIDE_EFFECT:3035	C0080174	Spina bifida occulta
SIDE_EFFECT:3036	C0085083	Ovarian hyperstimulation syndrome
SIDE_EFFECT:3037	C0152149	Ovulation pain
SIDE_EFFECT:3038	C0152427	Polydactyly
SIDE_EFFECT:3039	C0264995	Arterial occlusion
SIDE_EFFECT:3040	C0003838	Arterial occlusive disease
SIDE_EFFECT:3041	C0376288	Amaurosis
SIDE_EFFECT:3042	C0426900	Tibial torsion
SIDE_EFFECT:3043	C0458109	Ovarian pain
SIDE_EFFECT:3044	C1142117	Adnexa uteri pain
SIDE_EFFECT:3045	C0003635	Apraxia
SIDE_EFFECT:3046	C0007370	Catalepsy
SIDE_EFFECT:3047	C0233612	Waxy flexibility
SIDE_EFFECT:3048	C0022890	Labyrinthine disorder
SIDE_EFFECT:3049	C0494559	Inner ear disorder
SIDE_EFFECT:3050	C0023501	Leukaemoid reaction
SIDE_EFFECT:3051	C0026884	Mutism
SIDE_EFFECT:3052	C0033931	Psychosomatic disease
SIDE_EFFECT:3053	C0038353	Gastric dilatation
SIDE_EFFECT:3054	C1456329	Stomach dilation procedure
SIDE_EFFECT:3055	C0042594	Vestibular disorder
SIDE_EFFECT:3056	C0151500	Anticholinergic syndrome
SIDE_EFFECT:3057	C0151898	Schizophrenic reaction
SIDE_EFFECT:3058	C0036358	Schizophreniform disorder
SIDE_EFFECT:3059	C0151911	Generalised spasm
SIDE_EFFECT:3060	C0233773	Hypnagogic hallucination
SIDE_EFFECT:3061	C0235315	Faeces discoloured
SIDE_EFFECT:3062	C0235883	Uterine inflammation
SIDE_EFFECT:3063	C0236171	Infection susceptibility increased
SIDE_EFFECT:3064	C0239549	Fat intolerance
SIDE_EFFECT:3065	C0700613	Anxiety state
SIDE_EFFECT:3066	C0854382	Libido disorder
SIDE_EFFECT:3067	C0858854	Unrest
SIDE_EFFECT:3068	C1290864	Abdominal disorder
SIDE_EFFECT:3069	C2173677	Renal cyst
SIDE_EFFECT:3070	C0001969	Alcohol intoxication
SIDE_EFFECT:3071	C0392620	Alcohol poisoning
SIDE_EFFECT:3072	C0021345	Infectious mononucleosis
SIDE_EFFECT:3073	C0038045	Sprain
SIDE_EFFECT:3074	C0043345	Xeroderma
SIDE_EFFECT:3075	C0231686	Unsteady gait
SIDE_EFFECT:3076	C0231749	Knee pain
SIDE_EFFECT:3077	C0234979	Dysdiadochokinesis
SIDE_EFFECT:3078	C0235119	Hunger abnormal
SIDE_EFFECT:3079	C0003621	Appetite disorder
SIDE_EFFECT:3080	C0235213	Ejaculation decreased
SIDE_EFFECT:3081	C0235504	Thrombophlebitis of the leg
SIDE_EFFECT:3082	C0235564	Sneezing excessive
SIDE_EFFECT:3083	C0238656	Painful ankle
SIDE_EFFECT:3084	C0240130	Swelling of knees
SIDE_EFFECT:3085	C0347950	Asthmatic attack
SIDE_EFFECT:3086	C0497202	Abnormal eye movements NOS
SIDE_EFFECT:3087	C0522570	Inflammation localised
SIDE_EFFECT:3088	C0854210	Incomplete precocious puberty
SIDE_EFFECT:3089	C0856864	Headache fullness
SIDE_EFFECT:3090	C1535950	Gastrointestinal inflammation
SIDE_EFFECT:3091	C0009377	Colonic pseudo-obstruction
SIDE_EFFECT:3092	C0030200	Intractable pain
SIDE_EFFECT:3093	C0030583	Parotitis
SIDE_EFFECT:3094	C0037320	Sleep terror
SIDE_EFFECT:3095	C0149725	Lower respiratory tract infection
SIDE_EFFECT:3096	C0235018	Localised numbness
SIDE_EFFECT:3097	C0271429	Otitis media acute
SIDE_EFFECT:3098	C0424024	Delusional perception
SIDE_EFFECT:3099	C0424109	Tearfulness
SIDE_EFFECT:3100	C0520540	Rebound hypertension
SIDE_EFFECT:3101	C0857468	Withdrawal hypertension
SIDE_EFFECT:3102	C0745499	Junctional bradycardia
SIDE_EFFECT:3103	C0855246	Abnormal sleep-related event
SIDE_EFFECT:3104	C0857083	Generalized macular rash
SIDE_EFFECT:3105	C0015695	Liver fatty
SIDE_EFFECT:3106	C0018924	Haemarthrosis
SIDE_EFFECT:3107	C0019069	Factor VIII deficiency
SIDE_EFFECT:3108	C0035460	Vasomotor rhinitis
SIDE_EFFECT:3109	C0151971	Intestinal ulcer
SIDE_EFFECT:3110	C0333291	Ulcer haemorrhage
SIDE_EFFECT:3111	C0341163	Gastric ulcer perforation
SIDE_EFFECT:3112	C0341245	Duodenitis haemorrhagic
SIDE_EFFECT:3113	C0400822	Lymphocytic colitis
SIDE_EFFECT:3114	C0400821	Colitis microscopic
SIDE_EFFECT:3115	C0423008	Eye bleeding
SIDE_EFFECT:3116	C0574741	Skin bleeding
SIDE_EFFECT:3117	C0853697	Neutrophil count decreased
SIDE_EFFECT:3118	C0854029	Blood creatine increased
SIDE_EFFECT:3119	C0857493	Upper gastrointestinal symptoms
SIDE_EFFECT:3120	C0919883	Puncture site haemorrhage
SIDE_EFFECT:3121	C1096116	Acquired haemophilia
SIDE_EFFECT:3122	C1112632	Cross reactive drug hypersensitivity
SIDE_EFFECT:3123	C1168290	Drug-induced hypersensitivity syndrome
SIDE_EFFECT:3124	C2010560	Gastritis haemorrhagic
SIDE_EFFECT:3125	C2939465	Glucose-6-phosphate dehydrogenase deficiency
SIDE_EFFECT:3126	C0005858	Bloodshot eye
SIDE_EFFECT:3127	C0005956	Bone marrow disorder
SIDE_EFFECT:3128	C0007384	Cataplexy
SIDE_EFFECT:3129	C0020457	Diabetic hyperosmolar coma
SIDE_EFFECT:3130	C0021605	Insomnia NEC
SIDE_EFFECT:3131	C0023890	Hepatic cirrhosis
SIDE_EFFECT:3132	C0031485	Phenylketonuria
SIDE_EFFECT:3133	C0220982	Ketoacidosis
SIDE_EFFECT:3134	C0270327	Nocturnal enuresis
SIDE_EFFECT:3135	C0520806	Sudden death, cause unknown
SIDE_EFFECT:3136	C0549225	Myasthenic syndrome
SIDE_EFFECT:3137	C0235360	Spasm biliary
SIDE_EFFECT:3138	C0948226	Ureteral spasm
SIDE_EFFECT:3139	C0948429	Diuretic effect
SIDE_EFFECT:3140	C1610069	Circulatory depression
SIDE_EFFECT:3141	C1392046	Cardiovascular insufficiency
SIDE_EFFECT:3142	C0022951	Lactose intolerance
SIDE_EFFECT:3143	C0302813	Lactase deficiency
SIDE_EFFECT:3144	C0027125	Myotonia
SIDE_EFFECT:3145	C0270921	Axonal neuropathy
SIDE_EFFECT:3146	C0014863	Oesophageal spasm
SIDE_EFFECT:3147	C0850060	Nasal itching
SIDE_EFFECT:3148	C0376175	Bell's palsy
SIDE_EFFECT:3149	C0042167	Posterior uveitis
SIDE_EFFECT:3150	C0008526	Choroiditis
SIDE_EFFECT:3151	C0152253	Posterior synechiae of iris
SIDE_EFFECT:3152	C0154933	Iris adhesions
SIDE_EFFECT:3153	C0542044	Incoherent
SIDE_EFFECT:3154	C0019064	Pericardial haemorrhage
SIDE_EFFECT:3155	C0022876	Premature labour
SIDE_EFFECT:3156	C0027022	Myeloproliferative disorder
SIDE_EFFECT:3157	C0027145	Myxoedema
SIDE_EFFECT:3158	C0034091	Pulmonary veno-occlusive disease
SIDE_EFFECT:3159	C0036529	Cardiomyopathy secondary NOS
SIDE_EFFECT:3160	C0041959	Ureteritis
SIDE_EFFECT:3161	C0043092	Wegener's granulomatosis
SIDE_EFFECT:3162	C3495801	Granulomatosis with polyangiitis
SIDE_EFFECT:3163	C0153618	Malignant neoplasm of renal pelvis
SIDE_EFFECT:3164	C0153619	Ureteric cancer
SIDE_EFFECT:3165	C0234909	Nail changes
SIDE_EFFECT:3166	C0239937	Microscopic hematuria
SIDE_EFFECT:3167	C0282488	Cystitis interstitial
SIDE_EFFECT:3168	C0341751	Bladder necrosis
SIDE_EFFECT:3169	C0404445	Ovarian atrophy
SIDE_EFFECT:3170	C0521626	Bladder fibrosis
SIDE_EFFECT:3171	C0747102	Ovarian failure
SIDE_EFFECT:3172	C0750016	Generalized urticaria
SIDE_EFFECT:3173	C0854532	Myopericarditis
SIDE_EFFECT:3174	C0858979	Oral mucosa sore
SIDE_EFFECT:3175	C0869523	Carditis
SIDE_EFFECT:3176	C0877077	Myocardial haemorrhage
SIDE_EFFECT:3177	C1142523	Hypothrombinaemia
SIDE_EFFECT:3178	C1328537	Palmar-plantar erythema
SIDE_EFFECT:3179	C1442837	Myocardial necrosis
SIDE_EFFECT:3180	C1863751	Wound healing normal
SIDE_EFFECT:3181	C2242496	Parotid gland inflammation
SIDE_EFFECT:3182	C2747813	Bacterial colonisation
SIDE_EFFECT:3183	C0014034	Enanthema
SIDE_EFFECT:3184	C0017563	Gingival disorder
SIDE_EFFECT:3185	C0017567	Gingival hypertrophy
SIDE_EFFECT:3186	C0023524	Progressive multifocal leukoencephalopathy
SIDE_EFFECT:3187	C0028778	Obstruction
SIDE_EFFECT:3188	C0041909	Upper gastrointestinal haemorrhage
SIDE_EFFECT:3189	C0085648	Synovial cyst
SIDE_EFFECT:3190	C0221021	Microangiopathic haemolytic anaemia
SIDE_EFFECT:3191	C0541840	Contraction skeletal muscle
SIDE_EFFECT:3192	C0553576	Systemic mycosis
SIDE_EFFECT:3193	C0748052	Erythrodermic psoriasis
SIDE_EFFECT:3194	C0748318	Progressive renal failure
SIDE_EFFECT:3195	C0877042	Graft loss
SIDE_EFFECT:3196	C0877690	Renal graft loss
SIDE_EFFECT:3197	C0948765	Cyclosporine toxicity
SIDE_EFFECT:3198	C1262018	Transplant failure
SIDE_EFFECT:3199	C1696946	Polyomavirus-associated nephropathy
SIDE_EFFECT:3200	C1698088	Malignant solid tumour
SIDE_EFFECT:3201	C0001144	Acne vulgaris
SIDE_EFFECT:3202	C0042376	Vascular headache
SIDE_EFFECT:3203	C0151582	Urate crystalluria
SIDE_EFFECT:3204	C0151996	Uterine fibroids enlarged
SIDE_EFFECT:3205	C0154833	Retinal vascular disorder
SIDE_EFFECT:3206	C0236178	Intra-abdominal haemorrhage
SIDE_EFFECT:3207	C0541896	Spermatozoa abnormal
SIDE_EFFECT:3208	C1535919	Foetal chromosome abnormality
SIDE_EFFECT:3209	C1704212	Embolus
SIDE_EFFECT:3210	C3536683	Ovulation inhibited
SIDE_EFFECT:3211	C0429468	Anovulatory cycle
SIDE_EFFECT:3212	C0004767	Bartholin's cyst
SIDE_EFFECT:3213	C0547000	Joint lock
SIDE_EFFECT:3214	C1527405	Erythrocytosis
SIDE_EFFECT:3215	C2609073	Splenic peliosis
SIDE_EFFECT:3216	C0003130	Anoxia
SIDE_EFFECT:3217	C0263591	Drug-induced lupus erythematosus
SIDE_EFFECT:3218	C0919909	Tonic clonic movements
SIDE_EFFECT:3219	C0857199	Red blotches
SIDE_EFFECT:3220	C0007302	Chondropathy
SIDE_EFFECT:3221	C0241266	Subcutaneous abscess
SIDE_EFFECT:3222	C0877167	Psychomotor skills impaired
SIDE_EFFECT:3223	C1096256	Cryptococcal cutaneous infection
SIDE_EFFECT:3224	C1504405	Pyramidal tract syndrome
SIDE_EFFECT:3225	C0026718	Mucormycosis
SIDE_EFFECT:3226	C0043541	Zygomycosis
SIDE_EFFECT:3227	C0035304	Retinal degeneration
SIDE_EFFECT:3228	C0221040	Dialysis dementia
SIDE_EFFECT:3229	C0149504	Toxic encephalopathy
SIDE_EFFECT:3230	C0231441	Immobile
SIDE_EFFECT:3231	C0265294	Metaphyseal dysplasia
SIDE_EFFECT:3232	C0521172	Eschar
SIDE_EFFECT:3233	C0853198	Gastroenteritis yersinia
SIDE_EFFECT:3234	C0858618	Dyschromatopsia
SIDE_EFFECT:3235	C0549369	Pancreatic enzymes increased
SIDE_EFFECT:3236	C0221228	Comedone
SIDE_EFFECT:3237	C0013928	Fat embolism
SIDE_EFFECT:3238	C0028840	Ocular hypertension
SIDE_EFFECT:3239	C0028841	Hypotony of eye
SIDE_EFFECT:3240	C0033844	Pseudotumor
SIDE_EFFECT:3241	C0035321	Retinal tear
SIDE_EFFECT:3242	C0042909	Vitreous haemorrhage
SIDE_EFFECT:3243	C0151467	Adrenocortical insufficiency acute
SIDE_EFFECT:3244	C0152006	Vitreous opacities
SIDE_EFFECT:3245	C0423281	Anterior chamber flare
SIDE_EFFECT:3246	C0423282	Anterior chamber cell
SIDE_EFFECT:3247	C0859229	Migration of implant
SIDE_EFFECT:3248	C1608950	Device dislocation
SIDE_EFFECT:3249	C1096278	Anterior chamber inflammation
SIDE_EFFECT:3250	C1535948	Retinal aneurysm
SIDE_EFFECT:3251	C1608942	Complication of device insertion
SIDE_EFFECT:3252	C0022410	Joint instability
SIDE_EFFECT:3253	C0860453	Loss of skin markings
SIDE_EFFECT:3254	C0262977	Skin depigmentation
SIDE_EFFECT:3255	C0277884	Blood pressure systolic increased
SIDE_EFFECT:3256	C0751900	Motor tic
SIDE_EFFECT:3257	C0040188	Tic
SIDE_EFFECT:3258	C0178417	Anhedonia
SIDE_EFFECT:3259	C0234967	Choreoathetoid movements
SIDE_EFFECT:3260	C0238051	Vasculitis cerebral
SIDE_EFFECT:3261	C0376297	Cardiac death
SIDE_EFFECT:3262	C0556446	Drug craving
SIDE_EFFECT:3263	C0600104	Compulsions
SIDE_EFFECT:3264	C0016751	Fructose intolerance
SIDE_EFFECT:3265	C0235050	Tingling skin
SIDE_EFFECT:3266	C0263492	Ingrown hair
SIDE_EFFECT:3267	C0549150	Pseudofolliculitis barbae
SIDE_EFFECT:3268	C0877197	Numbness lips
SIDE_EFFECT:3269	C1274926	Stinging skin
SIDE_EFFECT:3270	C0015914	Fertilization
SIDE_EFFECT:3271	C0521305	Assisted fertilisation
SIDE_EFFECT:3272	C0574770	Body hair loss
SIDE_EFFECT:3273	C0740379	Hydrocortisone decreased
SIDE_EFFECT:3274	C0235113	Emotional poverty
SIDE_EFFECT:3275	C0270971	Floppy infant
SIDE_EFFECT:3276	C0541819	Burning rectal
SIDE_EFFECT:3277	C0751476	Retching reflex decreased
SIDE_EFFECT:3278	C0856984	Hyperexcitation
SIDE_EFFECT:3279	C0011880	Diabetic ketoacidosis
SIDE_EFFECT:3280	C0038534	Subconjunctival hemorrhage
SIDE_EFFECT:3281	C0239987	Immunoglobulin G low
SIDE_EFFECT:3282	C0853705	Blood immunoglobulin G decreased
SIDE_EFFECT:3283	C0267953	Pancreatic necrosis
SIDE_EFFECT:3284	C0438434	Scotoma annular
SIDE_EFFECT:3285	C0019212	Hepatorenal syndrome
SIDE_EFFECT:3286	C0151464	Injection site abscess
SIDE_EFFECT:3287	C0339293	Corneal perforation
SIDE_EFFECT:3288	C0560024	Swelling of eyelid
SIDE_EFFECT:3289	C0740471	Creatinine abnormal NOS
SIDE_EFFECT:3290	C0852875	Eye allergy
SIDE_EFFECT:3291	C0856099	Hemorrhoids aggravated
SIDE_EFFECT:3292	C1302752	Abrasion NOS
SIDE_EFFECT:3293	C1535849	Application site induration
SIDE_EFFECT:3294	C1608953	Intestinal diaphragm disease
SIDE_EFFECT:3295	C0017650	Globus hystericus
SIDE_EFFECT:3296	C0948023	Urine phosphate increased
SIDE_EFFECT:3297	C1096658	Urine phosphorus increased
SIDE_EFFECT:3298	C0033797	Pseudodementia
SIDE_EFFECT:3299	C0034931	Reflex sympathetic dystrophy
SIDE_EFFECT:3300	C0458219	Complex regional pain syndrome
SIDE_EFFECT:3301	C0158281	Cervicobrachial syndrome
SIDE_EFFECT:3302	C0235238	Cycloplegia
SIDE_EFFECT:3303	C0269993	Suppressed lactation
SIDE_EFFECT:3304	C0338591	Transient global amnesia
SIDE_EFFECT:3305	C0857257	Bloated feeling
SIDE_EFFECT:3306	C1522058	Coagulation necrosis
SIDE_EFFECT:3307	C0151891	Retinal depigmentation
SIDE_EFFECT:3308	C1142357	Symptomatic hyperlactatemia
SIDE_EFFECT:3309	C0020541	Portal hypertension
SIDE_EFFECT:3310	C0858708	Itch burning
SIDE_EFFECT:3311	C0151664	Gastrointestinal perforation
SIDE_EFFECT:3312	C0238124	Necrotising fasciitis
SIDE_EFFECT:3313	C0854456	Cellulitis gangrenous
SIDE_EFFECT:3314	C0857035	Acute anaphylaxis
SIDE_EFFECT:3315	C0423271	Scleral hyperaemia
SIDE_EFFECT:3316	C1112366	Eyelid irritation
SIDE_EFFECT:3317	C1328375	Application site discomfort
SIDE_EFFECT:3318	C1444680	Posterior capsule opacification
SIDE_EFFECT:3319	C3665888	Reproductive toxicity
SIDE_EFFECT:3320	C0086168	Dissociation
SIDE_EFFECT:3321	C0274727	Digoxin toxicity
SIDE_EFFECT:3322	C0600125	Electrocardiogram PR prolongation
SIDE_EFFECT:3323	C0857457	Digoxin effect
SIDE_EFFECT:3324	C1698480	Supraventricular tachyarrhythmia
SIDE_EFFECT:3325	C1412000	Mesenteric vascular insufficiency
SIDE_EFFECT:3326	C0010073	Arteriospasm coronary
SIDE_EFFECT:3327	C0027960	Nevus
SIDE_EFFECT:3328	C0027962	Melanocytic naevus
SIDE_EFFECT:3329	C0239340	Edema of lower extremities
SIDE_EFFECT:3330	C0242698	Left ventricular dysfunction
SIDE_EFFECT:3331	C0270729	Drug-induced parkinsonism
SIDE_EFFECT:3332	C0428908	Sinoatrial node dysfunction
SIDE_EFFECT:3333	C0003813	Sinus arrhythmia
SIDE_EFFECT:3334	C0578454	Neck swelling
SIDE_EFFECT:3335	C0857331	Acute liver damage
SIDE_EFFECT:3336	C1536074	Osteoarticular pain
SIDE_EFFECT:3337	C2242583	Acute liver injury
SIDE_EFFECT:3338	C0079027	Intraoperative hemorrhage
SIDE_EFFECT:3339	C3203457	Procedural haemorrhage
SIDE_EFFECT:3340	C0750197	Sustained ventricular tachycardia
SIDE_EFFECT:3341	C0917805	Transient cerebral ischemia
SIDE_EFFECT:3342	C0919620	Electrocardiogram ST-T change
SIDE_EFFECT:3343	C1540600	Seizure cerebral
SIDE_EFFECT:3344	C0242453	Prostatism
SIDE_EFFECT:3345	C0264909	Defect conduction intraventricular
SIDE_EFFECT:3346	C0861149	Proarrhythmic effect
SIDE_EFFECT:3347	C0231230	Fatigability
SIDE_EFFECT:3348	C0004352	Autism
SIDE_EFFECT:3349	C0015624	Fanconi syndrome
SIDE_EFFECT:3350	C0023186	Learning disorder
SIDE_EFFECT:3351	C0024138	Discoid lupus erythematosus
SIDE_EFFECT:3352	C0032460	Polycystic ovaries
SIDE_EFFECT:3353	C0232940	Amenorrhea secondary
SIDE_EFFECT:3354	C0235946	Cerebral atrophy
SIDE_EFFECT:3355	C0236101	Neonatal and infancy disorder
SIDE_EFFECT:3356	C0021290	Neonatal disorder
SIDE_EFFECT:3357	C0270823	Petit mal status, epileptic
SIDE_EFFECT:3358	C0272315	Coagulation factor decreased
SIDE_EFFECT:3359	C0438235	Liver function test normal
SIDE_EFFECT:3360	C0542224	Spots before eyes
SIDE_EFFECT:3361	C0553681	Hypofibrinogenaemia
SIDE_EFFECT:3362	C0740279	Cerebellar atrophy
SIDE_EFFECT:3363	C1167709	Epidermal necrosis
SIDE_EFFECT:3364	C1510586	Autism spectrum disorder
SIDE_EFFECT:3365	C1868980	Pharmacokinetic interaction
SIDE_EFFECT:3366	C0235013	Hypervigilance
SIDE_EFFECT:3367	C0022906	Lacrimal duct obstruction
SIDE_EFFECT:3368	C1096185	Dacryostenosis acquired
SIDE_EFFECT:3369	C0151738	Large intestine perforation
SIDE_EFFECT:3370	C0155919	Acute pulmonary oedema
SIDE_EFFECT:3371	C0206063	Radiation pneumonitis
SIDE_EFFECT:3372	C0343387	Neutropenic enterocolitis
SIDE_EFFECT:3373	C0400823	Neutropenic colitis
SIDE_EFFECT:3374	C0596240	Cancer pain
SIDE_EFFECT:3375	C1167686	Nail toxicity
SIDE_EFFECT:3376	C1167779	Neutropenic infection
SIDE_EFFECT:3377	C1167791	Skin toxicity
SIDE_EFFECT:3378	C2364164	Fluid imbalance
SIDE_EFFECT:3379	C0497364	Localized rash
SIDE_EFFECT:3380	C0684249	Carcinoma of lung
SIDE_EFFECT:3381	C0242379	Lung neoplasm malignant
SIDE_EFFECT:3382	C3495917	Advanced breast cancer
SIDE_EFFECT:3383	C0236141	Electrocardiogram abnormal specific
SIDE_EFFECT:3384	C0749249	Wide complex tachycardia
SIDE_EFFECT:3385	C0877038	Electrocardiogram poor R-wave progression
SIDE_EFFECT:3386	C1112436	QRS axis abnormal
SIDE_EFFECT:3387	C0857980	Serum prolactin increased
SIDE_EFFECT:3388	C0003860	Arteritis
SIDE_EFFECT:3389	C0004063	Assault
SIDE_EFFECT:3390	C0740319	Physical assault
SIDE_EFFECT:3391	C0041782	Deficiency anaemia
SIDE_EFFECT:3392	C0221395	Erythropenia
SIDE_EFFECT:3393	C0233569	Physical wandering
SIDE_EFFECT:3394	C0235117	Withdrawal emotional
SIDE_EFFECT:3395	C0241379	Increased thirst
SIDE_EFFECT:3396	C2004521	Anaemia vitamin B12 deficiency
SIDE_EFFECT:3397	C0162279	Choroidal detachment
SIDE_EFFECT:3398	C0221725	Bronchial obstruction
SIDE_EFFECT:3399	C0857073	Cold hands & feet
SIDE_EFFECT:3400	C1142349	Eyelid pain
SIDE_EFFECT:3401	C0085580	Essential hypertension
SIDE_EFFECT:3402	C0235357	Tooth hypoplasia
SIDE_EFFECT:3403	C0235756	Semen abnormal
SIDE_EFFECT:3404	C2363829	Semen analysis abnormal
SIDE_EFFECT:3405	C0403673	Retrograde ejaculation
SIDE_EFFECT:3406	C0001546	Adjustment disorder
SIDE_EFFECT:3407	C0006144	Breast cyst
SIDE_EFFECT:3408	C0017572	Gingival recession
SIDE_EFFECT:3409	C0027438	Nasopharyngeal disorder
SIDE_EFFECT:3410	C0393759	Transient insomnia
SIDE_EFFECT:3411	C0456511	Sleep paralysis
SIDE_EFFECT:3412	C0751249	Chronic insomnia
SIDE_EFFECT:3413	C0847403	Infective tenosynovitis
SIDE_EFFECT:3414	C0853857	Cellulitis staphylococcal
SIDE_EFFECT:3415	C0854985	Lung adenocarcinoma stage I
SIDE_EFFECT:3416	C0858751	Lip blister
SIDE_EFFECT:3417	C0877027	Joint range of motion decreased
SIDE_EFFECT:3418	C0919892	Blood pressure inadequately controlled
SIDE_EFFECT:3419	C0948376	Electrocardiogram ST-T segment abnormal
SIDE_EFFECT:3420	C0475746	Light anaesthesia
SIDE_EFFECT:3421	C0855625	Bilirubin conjugated increased
SIDE_EFFECT:3422	C0857322	Anemic
SIDE_EFFECT:3423	C0031133	Vermiculation
SIDE_EFFECT:3424	C0152196	Spasm of accommodation
SIDE_EFFECT:3425	C0003119	Anophthalmos
SIDE_EFFECT:3426	C0015663	Fasting
SIDE_EFFECT:3427	C0023794	Lipidosis
SIDE_EFFECT:3428	C0162824	Photocontact dermatitis
SIDE_EFFECT:3429	C0281863	Hepatitis C antibody positive
SIDE_EFFECT:3430	C1735646	Rash recurrent
SIDE_EFFECT:3431	C0003469	Anxiety disorder
SIDE_EFFECT:3432	C0019559	Coxalgia
SIDE_EFFECT:3433	C0036749	Serositis
SIDE_EFFECT:3434	C0085383	Hypocapnia
SIDE_EFFECT:3435	C0860711	Carbon dioxide decreased
SIDE_EFFECT:3436	C0342649	Vascular calcification
SIDE_EFFECT:3437	C1442839	Hypervitaminosis D
SIDE_EFFECT:3438	C1533591	Deposit calcium
SIDE_EFFECT:3439	C0241950	Intestinal infarction
SIDE_EFFECT:3440	C0277899	Pulse absent
SIDE_EFFECT:3441	C0008149	Chlamydial infection
SIDE_EFFECT:3442	C0232599	Bilious vomiting
SIDE_EFFECT:3443	C0700639	Congenital hypertrophic pyloric stenosis
SIDE_EFFECT:3444	C0232861	Penile discharge
SIDE_EFFECT:3445	C0239376	Pain of lower extremities
SIDE_EFFECT:3446	C1142383	Breast tension
SIDE_EFFECT:3447	C1328561	Postmenopausal spotting
SIDE_EFFECT:3448	C0032776	Postmenopausal haemorrhage
